file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC	Feature
mzspec:MSV000081045:OMICS_MCL002_delta4b_7HRS_D_LIPID_138_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_delta4b_7HRS_D_LIPID_138_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4656	1	0.79	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta4b_7HRS_D_LIPID_138_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta4b_7HRS_D_LIPID_138_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta4b_12HRS_A_LIPID_109_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_delta4b_12HRS_A_LIPID_109_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4356	1	0.79	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta4b_12HRS_A_LIPID_109_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta4b_12HRS_A_LIPID_109_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta4b_24HRS_A_LIPID_061_NEG_24Mar16_Legolas_Mclass	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_delta4b_24HRS_A_LIPID_061_NEG_24Mar16_Legolas_Mclass.mzML:scan:4656	1	0.79	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta4b_24HRS_A_LIPID_061_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_delta4b_24HRS_A_LIPID_061_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta4b_7HRS_C_LIPID_122_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_delta4b_7HRS_C_LIPID_122_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4550	1	0.79	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta4b_7HRS_C_LIPID_122_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta4b_7HRS_C_LIPID_122_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta35_7HRS_D_LIPID_136_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_delta35_7HRS_D_LIPID_136_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4598	1	0.79	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta35_7HRS_D_LIPID_136_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta35_7HRS_D_LIPID_136_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000082782:AZ5_T4_1e	0.0	mzspec:MSV000082782:ccms_peak/raw/MTBLS464/AZ5_T4_1e.mzXML:scan:7149	1	0.78	6	MSV000082782	NoID	MSV000082782/ccms_peak/raw/MTBLS464/AZ5_T4_1e.mzXML	MSV000082782/AZ5_T4_1e.mzXML	MSV000082782	Escherichia coli		562	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MERSRFP_24HRS_A_LIPID_081_NEG_24Mar16_Legolas_Mclass	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_MERSRFP_24HRS_A_LIPID_081_NEG_24Mar16_Legolas_Mclass.mzML:scan:4853	1	0.78	5	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MERSRFP_24HRS_A_LIPID_081_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_MERSRFP_24HRS_A_LIPID_081_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MOCK_3HRS_C_LIPID_020_NEG_24Mar16_Legolas_Mclass	0.01	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_MOCK_3HRS_C_LIPID_020_NEG_24Mar16_Legolas_Mclass.mzML:scan:4628	1	0.78	5	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MOCK_3HRS_C_LIPID_020_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_MOCK_3HRS_C_LIPID_020_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MOCK_7HRS_A_LIPID_132_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_MOCK_7HRS_A_LIPID_132_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4610	1	0.78	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MOCK_7HRS_A_LIPID_132_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_MOCK_7HRS_A_LIPID_132_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta16_18HRS_E_LIPID_147_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_delta16_18HRS_E_LIPID_147_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4625	1	0.78	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta16_18HRS_E_LIPID_147_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta16_18HRS_E_LIPID_147_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta35_18HRS_B_LIPID_018_NEG_24Mar16_Legolas_Mclass	0.01	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_delta35_18HRS_B_LIPID_018_NEG_24Mar16_Legolas_Mclass.mzML:scan:4663	1	0.78	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta35_18HRS_B_LIPID_018_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_delta35_18HRS_B_LIPID_018_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_icMERS_12HRS_E_LIPID_152_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_icMERS_12HRS_E_LIPID_152_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4663	1	0.78	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_12HRS_E_LIPID_152_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_icMERS_12HRS_E_LIPID_152_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000090021:040_Control 1	0.0	mzspec:MSV000090021:peak/XGLab_M. bovis BCG Csource_PL/040_Control 1.mzML:scan:4294967295	1	0.78	3	MSV000090021	NoID	MSV000090021/peak/XGLab_M. bovis BCG Csource_PL/040_Control 1.mzML	MSV000090021/040_Control 1.mzML	MSV000090021	Mycobacterium bovis BCG	Mycobacterium bovis BCG	316407	manual	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MOCK_18HRS_E_LIPID_133_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_MOCK_18HRS_E_LIPID_133_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4538	1	0.78	3	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MOCK_18HRS_E_LIPID_133_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_MOCK_18HRS_E_LIPID_133_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_icMERS_24HRS_A_LIPID_158_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_24HRS_A_LIPID_158_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4606	1	0.77	6	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_24HRS_A_LIPID_158_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_icMERS_24HRS_A_LIPID_158_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta4b_3HRS_B_LIPID_023_NEG_24Mar16_Legolas_Mclass	0.01	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_delta4b_3HRS_B_LIPID_023_NEG_24Mar16_Legolas_Mclass.mzML:scan:4639	1	0.77	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta4b_3HRS_B_LIPID_023_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_delta4b_3HRS_B_LIPID_023_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MERSRFP_0HRS_A_LIPID_038_NEG_24Mar16_Legolas_Mclass	0.01	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_MERSRFP_0HRS_A_LIPID_038_NEG_24Mar16_Legolas_Mclass.mzML:scan:4727	1	0.77	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MERSRFP_0HRS_A_LIPID_038_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_MERSRFP_0HRS_A_LIPID_038_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MERSRFP_18HRS_A_LIPID_060_NEG_24Mar16_Legolas_Mclass	0.01	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_MERSRFP_18HRS_A_LIPID_060_NEG_24Mar16_Legolas_Mclass.mzML:scan:4665	1	0.77	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MERSRFP_18HRS_A_LIPID_060_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_MERSRFP_18HRS_A_LIPID_060_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta16_12HRS_A_LIPID_164_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_delta16_12HRS_A_LIPID_164_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4474	1	0.77	3	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta16_12HRS_A_LIPID_164_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta16_12HRS_A_LIPID_164_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_icMERS_12HRS_C_LIPID_151_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_icMERS_12HRS_C_LIPID_151_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4514	1	0.76	6	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_12HRS_C_LIPID_151_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_icMERS_12HRS_C_LIPID_151_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081049:OMICS_ICL104_Mock_36hr_4_PLipid_040_NEG_150mm_19Feb16_Polaroid_HSST3-02	-0.0	mzspec:MSV000081049:ccms_peak/Peak_List_Files/OMICS_ICL104_Mock_36hr_4_PLipid_040_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML:scan:4609	1	0.76	5	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Mock_36hr_4_PLipid_040_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Mock_36hr_4_PLipid_040_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081049:OMICS_ICL104_Mock_36hr_1_PLipid_062_NEG_150mm_19Feb16_Polaroid_HSST3-02	-0.0	mzspec:MSV000081049:peak/Peak_List_Files/OMICS_ICL104_Mock_36hr_1_PLipid_062_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML:scan:4876	1	0.76	5	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Mock_36hr_1_PLipid_062_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Mock_36hr_1_PLipid_062_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_icMERS_12HRS_A_LIPID_121_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_icMERS_12HRS_A_LIPID_121_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4506	1	0.76	5	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_12HRS_A_LIPID_121_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_icMERS_12HRS_A_LIPID_121_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081049:OMICS_ICL104_Cal04_36hr_4_PLipid_033_NEG_150mm_16Feb16_Polaroid_HSST3-02	-0.0	mzspec:MSV000081049:ccms_peak/Peak_List_Files/OMICS_ICL104_Cal04_36hr_4_PLipid_033_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML:scan:4587	1	0.76	5	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Cal04_36hr_4_PLipid_033_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Cal04_36hr_4_PLipid_033_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081049:OMICS_ICL104_Mock_48hr_2_PLipid_011_NEG_150mm_16Feb16_Polaroid_HSST3-02	0.0	mzspec:MSV000081049:ccms_peak/Peak_List_Files/OMICS_ICL104_Mock_48hr_2_PLipid_011_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML:scan:4656	1	0.76	5	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Mock_48hr_2_PLipid_011_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Mock_48hr_2_PLipid_011_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta35_12HRS_E_LIPID_174_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_delta35_12HRS_E_LIPID_174_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4678	1	0.76	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta35_12HRS_E_LIPID_174_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta35_12HRS_E_LIPID_174_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MERSRFP_3HRS_D_LIPID_145_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_MERSRFP_3HRS_D_LIPID_145_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4664	1	0.76	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MERSRFP_3HRS_D_LIPID_145_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_MERSRFP_3HRS_D_LIPID_145_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_icMERS_0HRS_E_LIPID_039_NEG_24Mar16_Legolas_Mclass	0.01	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_icMERS_0HRS_E_LIPID_039_NEG_24Mar16_Legolas_Mclass.mzML:scan:5041	1	0.76	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_0HRS_E_LIPID_039_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_icMERS_0HRS_E_LIPID_039_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta16_3HRS_E_LIPID_178_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_delta16_3HRS_E_LIPID_178_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4603	1	0.76	4	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta16_3HRS_E_LIPID_178_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta16_3HRS_E_LIPID_178_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_icMERS_24HRS_B_LIPID_062_NEG_24Mar16_Legolas_Mclass	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_24HRS_B_LIPID_062_NEG_24Mar16_Legolas_Mclass.mzML:scan:4556	1	0.76	3	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_24HRS_B_LIPID_062_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_icMERS_24HRS_B_LIPID_062_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MOCK_12HRS_E_LIPID_124_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_MOCK_12HRS_E_LIPID_124_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4625	1	0.76	3	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MOCK_12HRS_E_LIPID_124_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_MOCK_12HRS_E_LIPID_124_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta16_18HRS_D_LIPID_104_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_delta16_18HRS_D_LIPID_104_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4380	1	0.76	3	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta16_18HRS_D_LIPID_104_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_delta16_18HRS_D_LIPID_104_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000089983:220721_HG220720_6gi_neg	0.01	mzspec:MSV000089983:peak/mzML/220721_HG220720_6gi_neg.mzML:scan:8186	1	0.76	3	MSV000089983	NoID	MSV000089983/peak/mzML/220721_HG220720_6gi_neg.mzML	MSV000089983/220721_HG220720_6gi_neg.mzML	MSV000089983	Mycobacterium gilvum ATCC 43909		1804	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_delta35_0HRS_A_LIPID_051_NEG_24Mar16_Legolas_Mclass	0.0	mzspec:MSV000081045:peak/Peak_List_Files/OMICS_MCL002_delta35_0HRS_A_LIPID_051_NEG_24Mar16_Legolas_Mclass.mzML:scan:4756	1	0.76	3	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_delta35_0HRS_A_LIPID_051_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045/OMICS_MCL002_delta35_0HRS_A_LIPID_051_NEG_24Mar16_Legolas_Mclass.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_MOCK_0HRS_B_LIPID_098_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_MOCK_0HRS_B_LIPID_098_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4638	1	0.76	3	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_MOCK_0HRS_B_LIPID_098_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_MOCK_0HRS_B_LIPID_098_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081049:OMICS_ICL104_Cal04_24hr_3_PLipid_030_NEG_150mm_16Feb16_Polaroid_HSST3-02	0.0	mzspec:MSV000081049:ccms_peak/Peak_List_Files/OMICS_ICL104_Cal04_24hr_3_PLipid_030_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML:scan:4351	1	0.75	6	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Cal04_24hr_3_PLipid_030_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Cal04_24hr_3_PLipid_030_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081049:OMICS_ICL104_Cal04_36hr_1_PLipid_056_NEG_150mm_19Feb16_Polaroid_HSST3-02	0.0	mzspec:MSV000081049:peak/Peak_List_Files/OMICS_ICL104_Cal04_36hr_1_PLipid_056_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML:scan:4361	1	0.75	5	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Cal04_36hr_1_PLipid_056_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Cal04_36hr_1_PLipid_056_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081045:OMICS_MCL002_icMERS_3HRS_A_LIPID_096_NEG_19Apr16_Legolas_HSS-T3_A925	0.0	mzspec:MSV000081045:ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_3HRS_A_LIPID_096_NEG_19Apr16_Legolas_HSS-T3_A925.mzML:scan:4638	1	0.75	5	MSV000081045	NoID	MSV000081045/ccms_peak/Peak_List_Files/OMICS_MCL002_icMERS_3HRS_A_LIPID_096_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045/OMICS_MCL002_icMERS_3HRS_A_LIPID_096_NEG_19Apr16_Legolas_HSS-T3_A925.mzML	MSV000081045	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000081049:OMICS_ICL104_Cal04_0hr_5_PLipid_012_NEG_150mm_16Feb16_Polaroid_HSST3-02	0.0	mzspec:MSV000081049:peak/Peak_List_Files/OMICS_ICL104_Cal04_0hr_5_PLipid_012_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML:scan:4427	1	0.75	5	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Cal04_0hr_5_PLipid_012_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Cal04_0hr_5_PLipid_012_NEG_150mm_16Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No	ft2834
mzspec:MSV000082782:AZ5_T2_3e	0.0	mzspec:MSV000082782:ccms_peak/raw/MTBLS464/AZ5_T2_3e.mzXML:scan:7031	1	0.75	5	MSV000082782	NoID	MSV000082782/ccms_peak/raw/MTBLS464/AZ5_T2_3e.mzXML	MSV000082782/AZ5_T2_3e.mzXML	MSV000082782	Escherichia coli		562	automatic	No	No	No	ft2834
mzspec:MSV000081049:OMICS_ICL104_Cal04_36hr_3_PLipid_055_NEG_150mm_19Feb16_Polaroid_HSST3-02	-0.0	mzspec:MSV000081049:ccms_peak/Peak_List_Files/OMICS_ICL104_Cal04_36hr_3_PLipid_055_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML:scan:4616	1	0.75	5	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Cal04_36hr_3_PLipid_055_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Cal04_36hr_3_PLipid_055_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No	ft2834
